sample_id,model_name,model_display_name,benchmark,completeness,efficiency,readability
HumanEval/51,DeepSeek,DeepSeek V3.2,humaneval_plus,,,
HumanEval/52,DeepSeek,DeepSeek V3.2,humaneval_plus,,,
HumanEval/53,DeepSeek,DeepSeek V3.2,humaneval_plus,,,
HumanEval/54,DeepSeek,DeepSeek V3.2,humaneval_plus,,,
HumanEval/55,DeepSeek,DeepSeek V3.2,humaneval_plus,,,
HumanEval/56,DeepSeek,DeepSeek V3.2,humaneval_plus,,,
HumanEval/57,DeepSeek,DeepSeek V3.2,humaneval_plus,,,
HumanEval/58,DeepSeek,DeepSeek V3.2,humaneval_plus,,,
HumanEval/59,DeepSeek,DeepSeek V3.2,humaneval_plus,,,
HumanEval/6,DeepSeek,DeepSeek V3.2,humaneval_plus,,,
HumanEval/60,DeepSeek,DeepSeek V3.2,humaneval_plus,,,
HumanEval/61,DeepSeek,DeepSeek V3.2,humaneval_plus,,,
HumanEval/62,DeepSeek,DeepSeek V3.2,humaneval_plus,,,
HumanEval/63,DeepSeek,DeepSeek V3.2,humaneval_plus,,,
HumanEval/64,DeepSeek,DeepSeek V3.2,humaneval_plus,,,
HumanEval/65,DeepSeek,DeepSeek V3.2,humaneval_plus,,,
HumanEval/66,DeepSeek,DeepSeek V3.2,humaneval_plus,,,
HumanEval/67,DeepSeek,DeepSeek V3.2,humaneval_plus,,,
HumanEval/68,DeepSeek,DeepSeek V3.2,humaneval_plus,,,
HumanEval/69,DeepSeek,DeepSeek V3.2,humaneval_plus,,,
HumanEval/7,DeepSeek,DeepSeek V3.2,humaneval_plus,,,
HumanEval/70,DeepSeek,DeepSeek V3.2,humaneval_plus,,,
HumanEval/71,DeepSeek,DeepSeek V3.2,humaneval_plus,,,
HumanEval/72,DeepSeek,DeepSeek V3.2,humaneval_plus,,,
HumanEval/73,DeepSeek,DeepSeek V3.2,humaneval_plus,,,
HumanEval/74,DeepSeek,DeepSeek V3.2,humaneval_plus,,,
HumanEval/75,DeepSeek,DeepSeek V3.2,humaneval_plus,,,
HumanEval/76,DeepSeek,DeepSeek V3.2,humaneval_plus,,,
HumanEval/77,DeepSeek,DeepSeek V3.2,humaneval_plus,,,
HumanEval/78,DeepSeek,DeepSeek V3.2,humaneval_plus,,,
HumanEval/79,DeepSeek,DeepSeek V3.2,humaneval_plus,,,
HumanEval/8,DeepSeek,DeepSeek V3.2,humaneval_plus,,,
HumanEval/80,DeepSeek,DeepSeek V3.2,humaneval_plus,,,
HumanEval/81,DeepSeek,DeepSeek V3.2,humaneval_plus,,,
HumanEval/82,DeepSeek,DeepSeek V3.2,humaneval_plus,,,
HumanEval/83,DeepSeek,DeepSeek V3.2,humaneval_plus,,,
HumanEval/84,DeepSeek,DeepSeek V3.2,humaneval_plus,,,
HumanEval/85,DeepSeek,DeepSeek V3.2,humaneval_plus,,,
HumanEval/86,DeepSeek,DeepSeek V3.2,humaneval_plus,,,
HumanEval/87,DeepSeek,DeepSeek V3.2,humaneval_plus,,,
HumanEval/88,DeepSeek,DeepSeek V3.2,humaneval_plus,,,
HumanEval/89,DeepSeek,DeepSeek V3.2,humaneval_plus,,,
HumanEval/9,DeepSeek,DeepSeek V3.2,humaneval_plus,,,
HumanEval/90,DeepSeek,DeepSeek V3.2,humaneval_plus,,,
HumanEval/91,DeepSeek,DeepSeek V3.2,humaneval_plus,,,
HumanEval/92,DeepSeek,DeepSeek V3.2,humaneval_plus,,,
HumanEval/93,DeepSeek,DeepSeek V3.2,humaneval_plus,,,
HumanEval/94,DeepSeek,DeepSeek V3.2,humaneval_plus,,,
HumanEval/95,DeepSeek,DeepSeek V3.2,humaneval_plus,,,
HumanEval/96,DeepSeek,DeepSeek V3.2,humaneval_plus,,,
HumanEval/97,DeepSeek,DeepSeek V3.2,humaneval_plus,,,
HumanEval/98,DeepSeek,DeepSeek V3.2,humaneval_plus,,,
HumanEval/99,DeepSeek,DeepSeek V3.2,humaneval_plus,,,
Mbpp/100,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/101,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/102,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/103,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/104,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/105,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/106,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/108,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/109,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/11,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/111,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/113,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/116,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/118,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/119,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/12,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/120,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/123,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/124,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/125,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/126,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/127,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/128,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/129,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/130,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/131,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/132,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/133,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/135,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/137,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/138,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/139,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/14,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/140,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/141,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/142,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/145,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/16,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/160,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/161,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/162,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/165,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/166,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/167,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/168,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/17,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/170,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/171,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/172,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/18,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/19,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/2,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/20,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/222,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/223,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/224,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/226,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/227,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/230,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/232,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/233,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/234,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/235,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/237,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/238,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/239,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/240,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/242,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/244,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/245,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/247,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/250,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/251,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/252,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/253,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/255,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/256,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/257,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/259,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/260,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/261,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/262,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/264,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/265,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/266,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/267,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/268,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/269,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/270,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/271,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/272,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/273,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/274,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/276,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/277,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/278,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/279,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/280,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/281,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/282,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/283,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/284,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/285,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/286,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/287,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/290,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/292,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/293,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/294,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/296,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/297,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/299,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/3,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/300,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/301,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/305,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/306,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/308,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/309,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/310,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/311,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/312,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/388,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/389,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/390,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/391,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/392,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/394,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/395,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/397,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/398,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/4,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/404,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/405,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/406,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/409,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/410,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/412,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/413,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/414,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/415,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/418,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/419,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/420,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/421,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/422,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/424,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/425,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/426,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/427,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/428,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/429,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/430,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/432,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/433,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/435,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/436,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/437,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/439,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/440,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/441,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/445,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/446,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/447,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/448,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/450,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/451,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/453,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/454,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/455,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/456,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/457,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/458,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/459,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/460,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/462,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/463,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/465,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/468,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/470,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/471,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/472,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/473,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/474,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/475,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/476,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/477,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/478,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/479,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/554,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/555,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/556,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/557,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/558,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/559,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/56,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/560,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/562,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/563,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/564,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/565,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/566,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/567,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/568,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/569,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/57,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/572,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/573,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/576,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/577,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/578,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/579,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/58,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/580,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/581,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/583,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/585,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/586,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/587,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/588,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/589,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/59,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/590,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/591,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/592,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/593,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/594,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/596,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/597,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/598,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/599,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/6,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/600,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/602,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/603,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/604,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/605,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/606,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/607,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/608,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/61,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/610,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/611,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/612,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/614,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/615,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/616,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/618,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/619,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/62,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/620,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/622,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/623,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/624,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/626,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/628,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/629,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/63,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/630,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/631,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/632,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/633,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/635,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/637,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/638,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/639,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/64,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/641,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/643,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/644,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/65,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/66,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/67,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/68,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/69,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/7,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/70,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/71,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/72,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/720,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/721,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/722,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/723,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/724,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/725,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/726,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/728,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/730,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/731,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/732,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/733,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/734,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/735,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/736,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/737,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/739,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/74,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/740,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/741,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/742,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/743,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/744,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/745,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/748,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/749,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/75,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/750,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/751,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/752,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/753,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/754,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/755,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/757,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/758,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/759,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/760,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/762,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/763,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/764,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/765,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/766,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/767,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/769,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
Mbpp/77,DeepSeek,DeepSeek V3.2,mbpp_plus,,,
